ID,Consultant,DateRetrieved,DatePublished,Job_title,Company,R,SAS,SPSS,Python,MAtlab,Scala,C#,MS Word,Ms Excel,OLE/DB,Ms Access,Ms PowerPoint,Spreadsheets,Data_visualization,Presentation_Skills,Communication,BigData,Data_warehouse,cloud_storage,Google_Cloud,AWS,Machine_Learning,Deep Learning,Computer_vision,Java,C++,C,Linux/Unix,SQL,NoSQL,RDBMS,Oracle,MySQL,PHP,Flash_Actionscript,SPL,web_design_and_development_tools,Wordpress,AI,Natural_Language_Processing(NLP),Microsoft Power BI,Google_Analytics,graphics_and_design_skills,Data_marketing,SEO,Content_Management,Tableau,D3,Alteryx,KNIME,Spotfire,Spark,S3,Redshift,DigitalOcean,Javascript,Kafka,Storm,Bash,Hadoop,Data_Pipelines,MPP_Platforms,Qlik,Pig,Hive,Tensorflow,Map/Reduce,Impala,Solr,Teradata,MongoDB,Elasticsearch,YOLO,agile execution,Data_management,pyspark,Data_mining,Data_science,Web_Analytic_tools,IOT,Numerical_Analysis,Economic,Finance_Knowledge,Investment_Knowledge,Problem_Solving,Korean_language,Bash\Linux Scripting,Knowledge_in,Experience,City,Location,Educational_qualifications,Salary,Team_Handling,Debtor_reconcilation,Payroll_management,Bayesian,Optimization,Bahasa Malaysia,English proficiency,URL,Search_Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Thimani,13/8/2020,12/8/2020,Senior Data Scientist and Machine Learning Engineer,"McAfee, Inc",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,5+,Bengaluru,India,"advanced degree in Computer Science, Mathematics, Machine Learning, Operation Research, and Statistics or equivalent expertise.",,0,0,0,0,0,0,Not_mentioned,"https://www.glassdoor.com/Job/india-data-scientist-jobs-SRCH_IL.0,5_IN115_KE6,20_IP2.htm",Data science jobs in india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Thimani,13/8/2020,7/8/2020,Quality Systems Data Science Engineer,Mercury Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"SPC and ANOVA,QCCalc, Minitab ",2,Fond Lu,USA,Master’s degree in industrial engineering or manufacturing engineering,"$78,500",0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=Data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Thimani,13/8/2020,25/7/2020,Data Engineer,Chenega Corporation,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,4,Springfield,USA,"Bachelor’s Degree in Statistics, Mathematics, Computer Science or another quantitative field",,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Thimani,13/8/2020,25/7/2020,Data Scientist,Figured Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,,Auckland,New zealand,Qualifications in maths and/or statistics and/or computer science,,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=186&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data science jobs in NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Thimani,13/8/2020,12/7/2020,Data Scientist,PredictHQ Ltd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"advanced statistical modelling, analytical programming",2,Auckland,New zealand,Statistics/Mathematics/Computer Science background,,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=186&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data science jobs in NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Thimani,13/8/2020,29/7/2020,Data Science Consultant,Accenture Ltd,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,6+,Sydney,Australia,"Mathematics degree, Statistics, Computer Science, Physics, Bioinformatics or another quantitative field",,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=N&locId=16&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Thimani,13/8/2020,21/7/2020,Data Scientist,"Affinity Solutions, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,data manipulation,NA,NY,USA,Advanced degree in Statistics/Mathematics/Computer Science/Economics or other fields that requires advanced training in data analytics.,,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=C&locId=1132348&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Thimani,13/8/2020,28/7/2020,Data Scientist,"International Financial Group, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3+,NY,USA,"Bachelor’s degree in statistics, applied mathematics, or related discipline",,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=&locT=C&locId=1132348&jobType=&context=Jobs&sc.keyword=Data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Thimani,13/8/2020,21/7/2020,Data Scientist,"Metron, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Julia,2+,Colorado,USA,"BS or MS degree in Data Science, Data Analytics, Mathematics or related field",,0,0,0,0,1,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Thimani,13/8/2020,3/8/2020,Data Engineer,Wisconsin Physicians Service Insurance Corporation,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Madison,USA,Bachelor's Degree in related field or equivalent post high school and/or related work experience,,0,0,0,0,1,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Thimani,13/8/2020,18/7/2020,Research Data Supervisor,"F3EA Holdings, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,2,NA,USA,"Possess 12 semester or 18 quarter units course work in any combination of a data driven research-related field (e.g. economics, mathematics, psychology, sociology, demography, geography, anthropology, statistics, data science) or a research-related field.",,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Thimani,13/8/2020,12/8/2020,Scientific Data Analyst,"ENSCO, Inc.",1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,3+,Melbourne,Australia,"BS in Mathematics, Electrical Engineering, Computer Science, Physics, Acoustics, Geophysics, or related field.",,0,0,0,0,0,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Thimani,14/8/2020,7/8/2020,Data Scientist,Publishers Clearing House LLC,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,2-5,NY,USA,"Masters degree required in Machine Learning, Applied Math, Computer Science, Economics, Statistics, or a related quantitative field",,0,0,0,0,1,0,Not_mentioned,https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+science&locT=N&locId=1&jobType=&context=Jobs&sc.keyword=data+science&dropdown=0,Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Thimani,14/8/2020,12/8/2020,Project Manager - Data Science and Tooling,"Rose International, Inc",0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,2+,Fremont,USA,"B.S. in engineering discipline, physics, or equivalent experience",,0,0,0,0,0,0,Not_mentioned,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Thimani,14/8/2020,19/7/2020,Senior Data Analyst,"Driven Brands, Inc",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"linear/logistic regression, ANOVA, ARIMA, Clustering, time series",1-2,Charlotte,USA,"Bachelor’s Degree in Computer Science, Statistics, Advanced Analytics, Mathematics or relevant field",,0,0,0,0,0,0,Not_mentioned,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Thimani,14/8/2020,21/7/2020,Senior Data Analyst,United Biosource Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2+,BlueBell,USA,"BS in a technical field (BI, Analytics, Data Science, IS, Computer Science, etc).",,0,0,0,0,0,0,Not_mentioned,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Thimani,14/8/2020,29/7/2020,Data Scientist,Intellectual Ventures Management Llc,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,Bellevue,USA,NA,,0,0,0,0,0,0,Not_mentioned,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Thimani,14/8/2020,21/7/2020,Data Scientist/Machine Learning,"Juniper Networks, Inc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"anomaly detection, neural network ",3+,Cupertino,USA,"MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background",,0,0,0,0,1,0,Not_mentioned,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Thimani,14/8/2020,13/8/2020,Data Engineer,Sound Transit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,3,Seattle,USA,"Bachelor’s Degree in computer science, information technology, engineering, or closely related field",Negotiable,0,0,0,0,0,0,Not_mentioned,"https://www.glassdoor.com/Job/us-data-science-jobs-SRCH_IL.0,2_IN1_KO3,15_IP3.htm",Data Science jobs in USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Shashini,08/08/2020,3/8/2020,Data Scientist,SnapHunt Pte Ltd,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Knowledge of machine learning techniques,2 to 10,Mumbai,India,Degree in Computer Engineering,Not_mentioned,1,0,0,0,0,0,Not_mentioned,https://www.monsterindia.com/job/data-scientist-snaphunt-pte-ltd-mumbai-1493763?searchId=8ccfb861-7985-4596-91de-900b385f8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Shashini,08/08/2020,4/8/2020,Lead Data Scientist,SnapHunt Pte Ltd,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,Not_mentioned,8 to 10,Bangalore,India,Not_mentioned,Not_mentioned,1,0,0,0,0,0,Not_mentioned,https://www.monsterindia.com/job/lead-data-scientist-snaphunt-pte-ltd-bengaluru-bangalore-1492033?searchId=8ccfb861-7985-4596-91de-900b385f8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Shashini,08/08/2020,7/8/2020,Head Of Analytics - EdTech,SnapHunt Pte Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Machine learning techniques and algorithms such as Naive Bayes, SVM.",7 to 12,Bangalore,India,"Degree in Computer Science, Applied Mathematics, Engineering or related field.",Not_mentioned,1,0,0,0,0,0,Not_mentioned,https://www.monsterindia.com/job/head-of-analytics-edtech-snaphunt-pte-ltd-bengaluru-bangalore-1487877?searchId=8ccfb861-7985-4596-91de-900b385f8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Shashini,08/08/2020,08/08/2020,Data scientist,Azine Technologies,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Machine-learning and operations research,3 to 4,Ahmedabad,India,"BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field",Not_mentioned,1,0,0,0,0,0,Not_mentioned,https://www.monsterindia.com/job/data-scientist-azine-technologies-ahmedabad-1521252?searchId=8ccfb861-7985-4596-91de-900b385f8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Shashini,08/08/2020,24/07/2020,Data scientist,Clean Harbors India LLP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Not_mentioned,5 to 9,Hyderabad,India,Not_mentioned,1000000 - 1400000 INR,1,0,0,0,0,0,Not_mentioned,https://www.monsterindia.com/job/data-scientist-clean-harbors-india-llp-hyderabad-secunderabad-1512453?searchId=8ccfb861-7985-4596-91de-900b385f8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Shashini,08/08/2020,4/8/2020,Data scientist -  Face Recognition,Eminence Core Solutions LLP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NLP,CNN, RNN, LSTM.",2 to 5,Bangalore,India,"Bachelor Of Computer Application (B.C.A),Technology (B.Tech/B.E), Masters in Technology (M.Tech/M.E/M.Sc)",Not_mentioned,1,0,0,0,0,0,Not_mentioned,https://www.monsterindia.com/job/data-scientist-face-recognition-eminence-core-solutions-llp-bengaluru-bangalore-1516704?searchId=66de4655-87d6-4caa-8462-41de96a7a17e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Shashini,08/08/2020,20/08/2020,Senior Technical Data Analyst,"Wrike, Inc",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Database experience ideally PostgreSQL and Google BigQuery, or similar relational database",5+,Saint Petersburg,Russia,Not_mentioned,Not_mentioned,1,0,0,0,0,0,Required,"https://www.glassdoor.com/Job/russia-data-scientist-jobs-SRCH_IL.0,6_IN205_KO7,21_IP2.htm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Shashini,09/08/2020,05/08/2020,Data Analyst,Dialog Axiata PLC,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,knowledge and understanding of machine learning techniques and algorithms,3 to 6,Colombo,Sri Lanka,A Degree in Engineering / IT or specialized in Computer Science / Statistics from a recognized university or institute,Not_mentioned,0,0,0,0,0,0,Not_mentioned,https://www.google.com/search?q=data+analyst+jobs+in+sri+lanka&oq=data+analyst+&aqs=chrome.2.69i57j0l4j69i60l3.5533j0j4&sourceid=chrome&ie=UTF-8&ibp=htl;jobs&s&ved=2ahUKEwjS5q_mw47rAhVPwzgGHaYrA2EQp4wCMAJ6BAgNEAE#fpstate=tldetail&htivrt=jobs&htiq=data+analyst+jobs+in+sri+lanka&htidocid=-atLDAdzgzDGpxEjAAAAAA%3D%3D&sxsrf=ALeKk003nbDz2Wu7Bw35YGQEoPD8AfQkQA:1596990119741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Shashini,09/08/2020,17/07/2020,Data Analyst,GMP Technologies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Not_mentioned,3,,Singapore,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","$3,500",1,0,0,0,0,0,Not_mentioned,https://www.jobstreet.com.sg/en/job/data-analyst-tableau-bi-oracle-pl-sql-web-programming-8014527?utm_source=jobsdbsg&utm_campaign=jobsdbsg&utm_medium=cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Shashini,09/08/2020,22/07/2020,Junior Data Analyst,TRADEGECKO PTE. LTD.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Not_mentioned,1+,,Singapore,Not_mentioned,Not_mentioned,1,0,0,0,0,0,Not_mentioned,https://sg.jobsdb.com/job/Junior-Data-Analyst-2160f99115ec1f0be5b0b1d0941b0501?from_url=https%3A%2F%2Fsg.jobsdb.com%2FJunior-Data-Analyst-jobs-in-Singapore%3Futm_campaign%3Ddynamic%26utm_source%3Dgoogle%26utm_medium%3Dcpc%26gclid%3DCj0KCQjwvb75BRD1ARIsAP6Lcqty63m_z7wVndwYQbrX3IDW7vB3lrfMQY9sabQfCsQusoFEaW0Rq_UaAq0SEALw_wcB&sl=Singapore&sol_srt=50506061-1d6e-4ecf-ae30-43603c0d7790&sp=serp&sponsored=false&sq=Junior+Data+Analyst&sr=1&tk=bF4gIszLCudW4qAJQ3yn-YimRxas0R04bxLNN_xN9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
